Mensagem,label_ids,label_names,LLM_CORRETO (S/N),OBSERVACAO_HUMANA
⭕   SAÚDE   🩺     *Anvisa autoriza vacina da Pfizer contra covid-19 em crianças*  Leia mais em 📲https://oprimeiroportal.com.br/saude/16/12/2021/anvisa-autoriza-vacina-da-pfizer-contra-covid-19-em-criancas/,0,Not misinformation,,
"e eu escutei algumas pessoas falando que o Jair não tem nada a ver com o atraso dos insumos, e me pergunto quanta inocência.  https://istoe.com.br/china-pede-demissao-de-ernesto-araujo-para-liberar-insumos-das-vacinas-contra-a-covid-19/",0,Not misinformation,,
Sabe lá se ele tomou essa vacina escondido atrás desse pedras tal aí se implicou mesmo isso nele é isso é muita suspeita,6.2,Specific Side Effects,,
DIVULGUE MASSIVAMENTE ESTE VÍDEO: o que significa COVID-19?? DIGA NÃO ÃS VACINAS,4.1,Alarmism,,
https://www.cut.org.br/noticias/lula-se-movimenta-e-procura-russia-e-china-para-trazer-vacinas-para-o-brasil-3458 Queremos o Brasil de Lula❤ 🚩Solula13🚩,0,Not misinformation,,
Não Deixe de ler e Tome Cuidado Com a Vacina da China Okay 👍👍🙏🇧🇷,"4.1,2.3","Alarmism,Conspiracy",,
"Quantos vacinas o João comprou?

Quem comprou as vacinas?",0,Not misinformation,,
https://youtu.be/7EpNFF9_Fpc  Lula promete que eu seu governo não vacinados não terá direito a nada. E será confinado.,4.5,Autonomy Rights,,
Bahia supera a marca de 1 milhão de vacinados com dose de reforço contra a Covid-19  https://tvservidor.com.br/bahia-supera-a-marca-de-1-milhao-de-vacinados-com-dose-de-reforco-contra-a-covid-19/,0,Not misinformation,,
"*Novo estudo liga vacinas covid a um aumento de 25% na parada cardíaca em adultos jovens*

https://www.aliadosbrasiloficial.com.br/noticia/novo-estudo-liga-vacinas-covid-a-um-aumento-de-25-na-parada-cardiaca-em-adultos-jovens","2.2,4.3,6.2","Selective Reporting,Correlation vs Causation,Specific Side Effects",,
A vacina chinesa do Doria está chegando em SP .Sugiro que ele seja o primeiro a tomar junto com o Ozônio!,"4.1,3.1","Alarmism,Alternative Products/Therapies",,
"*Urgente: OMS não recomenda 4ª dose de vacinas contra Covid para população geral*

https://www.aliadosbrasiloficial.com.br/noticia/urgente-oms-nao-recomenda-4-dose-de-vacinas-contra-covid-para-populacao-geral",0,Not misinformation,,
Bolsonaro diz que vacina _será_ obrigatória!?! Kkkkkk... palhaçada! 😅,4.5,Autonomy Rights,,
"Eu acho um absurdo a pessoa tomar vacina pra gripe porque gripe é uma coisa tão fácil de a gente ganhar imunidade, com uma boa alimentação, vitamina C, etc...","3.2,5.3,5.4","Alternatives to Vaccination,Natural Immunity,Low Disease Risk",,
"*Novo Estudo revela que Vacinas COVID causam rejeições a transplantes*

https://www.aliadosbrasiloficial.com.br/noticia/novo-estudo-revela-que-vacinas-covid-causam-rejeicoes-a-transplantes","2.2,6.2","Selective Reporting,Specific Side Effects",,
MINHA IRMÃ JEANETE TEVE PARALISIA FACIAL APÓS A VACINA,"1.1,6.2","Anecdotal Evidence,Specific Side Effects",,
"Coloquei... vai que eles pedem meu cartão de vacina, né?",0,Not misinformation,,
Governo começa a distribuir hoje lote de 1 milhão de vacinas da Pfizer  https://jhnoticias.com.br/brasil/governo-comeca-a-distribuir-hoje-lote-de-1-milhao-de-vacinas-da-pfizer/  https://jhnoticias.com.br/   #JH Notícias,0,Not misinformation,,
Ou burro conheço eleitor do lula que prefere vota no Bolsonaro que toma vacina,0,Not misinformation,,
"Boletim Covid O Jacaré: com investimento conjunto, vacina será bem universal – O Jacaré https://www.ojacare.com.br/2020/08/28/boletim-covid-o-jacare-com-investimento-conjunto-vacina-sera-bem-universal/#.X0meFO5rCvI.whatsapp",0,Not misinformation,,
Uma coisa que ele disse  a vacinação que está funcionando nesse momento chama-se *OMICRON* Ela vai fazer o que as agulhas não conseguem💉🚫,"5.3,5.4","Natural Immunity,Low Disease Risk",,
Vacina?,0,Not misinformation,,
Minha amiga é vacinada e dia sangue,0,Not misinformation,,
"*VACINA CONTRA VARÍOLA DOS MACACOS SERÁ ADAPTADA ÀS REALIDADES DO PAÍS*
https://campos24horas.com.br/noticia/vacina-contra-variola-dos-macacos-sera-adaptada-as-realidades-do-pais",0,Not misinformation,,
"Portanto, são ilações as declarações de que atitudes ou comentários do presidente ou de integrantes do governo federal teriam prejudicado as atividades do Instituto Butantan para o desenvolvimento e a produção de vacinas contra Covid. #CPIdaPandemia",0,Not misinformation,,
Vacina que nem eles mesmo testaram,1.3,Poor Research Quality,,
"A Prefeita do PT que ganhou já até comprou ciringas e já está fazendo o plano de vacinação pra cidade, assim que o inergumeno liberar lá ja estamos organuzados🙌🏻",0,Not misinformation,,
"Todos nós sabemos que o Bozo é um enviado de Satanás portanto serve ao diabo. Não foi por acaso que atrasou a compra da vacina contribuindo com 684 mil óbitos.
Tudo confirmado, Michelle muito obrigado.",0,Not misinformation,,
"No 1º de abril, veja as mentiras contadas sobre a Covid-19 e vacinas https://www.jornaldoadvogado.com.br/noticia/8850/no-1o-de-abril-veja-as-mentiras-contadas-sobre-a-covid-19-e-vacinas",0,Not misinformation,,
"*“Meu filho morreu pela vacina”, afirma mãe de jovem que sofreu AVC* https://plenone.ws/3lzWHQ1",6.2,Specific Side Effects,,
Governadores querem comprar #Vacina diretamente da China.  embaixador reforçou que está disposto a ajudar o Brasil a vencer a pandemia através da vacinação.💉🐊🇧🇷👊👏,0,Not misinformation,,
Como fazer isso se o próprio ministério público está agindo contra pais que não quer vacinar seus filhos?,4.5,Autonomy Rights,,
"🛑 *AO VIVO na TV ARAPUÃ - Repórter pergunta sobre a emoção de estar sendo vacinada e entrevistada responde: ""A emoção é um FORA BOLSONARO bem grande!""* 👏🏻👏🏽👏🏿",0,Not misinformation,,
Estão usando estes subterfúgios para vacinar as crianças.   Encaminhe e se inscreva no CANAL @Casandooverbo  https://t.me/casandooverbo/3273?single,"2.3,4.5","Conspiracy,Autonomy Rights",,
*ATENÇÃO: Médica afirma que vacinas contra covid são experimentais e ultrapassadas*  https://www.aliadosbrasiloficial.com.br/noticia/medica-afirma-que-vacinas-contra-covid-sao-experimentais-e-ultrapassadas,"1.2,4.1","Outdated Research,Alarmism",,
Os médicos alemães que viram essa farsa se posicionam pra investigar a real gravidade e alertar sobre o risco da vacina que vem aí   https://youtu.be/YdGEfHmkXYs,"2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
"Arlene Graf tem um recado importante para todos os pais e mães do Brasil.

Vocês não estão sendo informados sobre os riscos dos experimentos chamados de “vacinas contra Covid19.”","2.4,4.1,6.2","Censorship,Alarmism,Specific Side Effects",,
Vamos ter vacina de ruma agora,0,Not misinformation,,
https://www.google.com/amp/s/g1.globo.com/google/amp/pi/piaui/noticia/2021/03/17/governador-wellington-dias-anuncia-contrato-de-compra-de-vacinas-sputnik-para-o-piaui.ghtml  Wellington Dias - Governador do Piauí,0,Not misinformation,,
Anvisa autoriza testes clínicos da vacina Butanvac contra Covid https://webnewss.com.br/anvisa-autoriza-testes-clinicos-da-vacina-butanvac-contra-covid/,0,Not misinformation,,
"De acordo com os pesquisadores, países nos quais a BCG está incluída no programa de vacinação têm até 10 vezes menos casos de infecção e mortes causadas pelo novo coronavírus. Eles analisaram dados da pandemia coletados entre os dias 9 e 24 de março.",1.2,Outdated Research,,
É nisso que dá comprar mais de 600 milhões de doses de vacinas para atender a população,0,Not misinformation,,
Idosos com 74 anos começam a ser vacinados na tarde desta quarta (17)  https://tvservidor.com.br/idosos-com-74-anos-comecam-a-ser-vacinados-na-tarde-desta-quarta-17/,0,Not misinformation,,
"Hoje 14/11/2021  Protestos contra a vacina /passaporte sanitário 👆👆 França, Itália , Austrália, e mais !!!",4.5,Autonomy Rights,,
🗣 *LUÍS ERNESTO LACOMBE*: O voto é vacina: https://bit.ly/3qJ7bgL,0,Not misinformation,,
https://itaporamsnews.com.br/noticia/8921/morre-de-covid-deputado-estadual-de-mt-contrario-a-obrigatoriedade-da-vacina  / 54 anos,0,Not misinformation,,
Quem tomou essas vacinas são cobais,"4.1,6.3","Alarmism,Unsafe Administration",,
MPF pede informações sobre aplicação de vacina contra Covid-19 vencida https://www.jornaldoadvogado.com.br/noticia/10624/mpf-pede-informacoes-sobre-aplicacao-de-vacina-contra-covid-19-vencida,0,Not misinformation,,
"E nenhum momento os que não querem se vacinar, dizeram que não acreditam no vírus",0,Not misinformation,,
gripe também é um vírus e ninguém nunca casou mas quando as pessoas estão com resfriado tomam uma série de remédios e vacinas,0,Not misinformation,,
Fala mal onde o jumento mesmo se ferrou domingo qualquer outro jornalista iria perguntar de vacina e nem perguntou para ele 😆😆😆😆,0,Not misinformation,,
"*CONDENADO À MORTE POR NÃO SE VACINAR* Após esperar longa fila de espera para transplante, homem tem transplante negado por não tomar vacina.  *Confira:* https://novaiguacu24h.com.br/hospital-nega-transplante-a-homem-que-nao-se-vacinou/",4.5,Autonomy Rights,,
"INVERMECTINA é melhor que vacina pra Covid19, porque ela tem efeito de 95% e vale por 12 meses ,é absorvido pelo intestino e não pelo fígado.","3.2,4.2","Alternatives to Vaccination,Pseudoscientific Claims",,
@553491243477 vc vai tomar a vacina do covid?,0,Not misinformation,,
