Mensagem,label_ids,label_names,LLM_CORRETO (S/N),OBSERVACAO_HUMANA
Podia colocar a foto do Ciro como Vacina,0,Not misinformation,,
"vamos tentar delimitar para não cair em generalizações estapafúrdias... pq a pesquisa é o que vai criar a vacina contra o Corona Vírus por exemplo, mas se tratarmos a pesquisa desta maneira genérica que vc propõe, será um tiro no pé.",0,Not misinformation,,
. Vacina está em fase de teste.  .,4.1,Alarmism,,
Butantã: Vacina chinesa é a que tem menos efeitos colaterais https://cidadeverde.com/noticias/334546/butanta-vacina-chinesa-e-a-que-tem-menos-efeitos-colaterais?utm_source=whatsapp&utm_medium=share-bar-desktop&utm_campaign=share-bar,0,Not misinformation,,
Achei  coisas  bem  interessantes  neste artigo  mas nenhuma dizendo que  as vacinas não funcionam  ...,0,Not misinformation,,
Ministério da Saúde anuncia desenvolvimento e produção da vacina de Oxford para Covid-19 no Brasil ! 👇👇👇👇 https://youtu.be/jeCbo1ucTok,0,Not misinformation,,
*PILOTO TOMOU A VACINA LETAL BIVALENTE CHINESA E MORREU EM PLENO VOO.*,"4.1,6.2,7.1","Alarmism,Specific Side Effects,Viral Myths",,
https://www.gov.br › pt-brPDF PNO = Plano Nacional de Operacionalização da Vacinação contra Covid-19,0,Not misinformation,,
"A vdd nua e crua. Se não acredita, pague p ver. ok? Não devemos aceitar essa vacina. A crianças morrendo. Questione , pesquise a fundo. Antes de vacinar questione,  existe riscos.","4.1,6.2,6.4","Alarmism,Specific Side Effects,High-Risk Groups",,
https://www.facebook.com/watch/?v=268303318068223  Cadê as Vacinas ???,0,Not misinformation,,
Eu não eu sei assim a vacina foi aprovada ele comprou menos 24 horas Record,"2.3,4.2","Conspiracy,Pseudoscientific Claims",,
"engraçado que o povo que defende esse discurso em relação às vacinas, é o mesmo que defendeu o tratamento compulsivo para os viciados da cracolândia, é o mesmo que é contra o aborto e que condena e que é contra a legalização da maconha......kkkkkk",0,Not misinformation,,
Poderia ter sido mordido por alguém que tomou muitas vacinas,0,Not misinformation,,
Disse que ano passado a Pfizer ofereceu um milhão e meio pra vacinação começar ano passado e 100 milhões pra esse ano,"2.3,4.4","Conspiracy,Financial Misconduct",,
"Guilherme Boulos publicou no Twitter sobre o imunizante, mas depois se corrigiu. 'Não é uma vacina, mas sim um antiviral', escreveu ele https://veja.abril.com.br/brasil/esquerda-cai-na-fake-news-de-vacina-cubana-contra-coronavirus/",0,Not misinformation,,
"Vc assinou? Por favor a todos nós brasileiros de bem MESMO, assine essa petição da não obrigatoriedade das vachinas ineficazes da China comunista aqui no Brasil.           OU SEJA: diga não ao passaporte comunista vacinal da morte no Brasil.","2.3,4.1,4.5,5.1","Conspiracy,Alarmism,Autonomy Rights,Imperfect Protection",,
Essa vacina na minha opinião não resolve meu pai tomou as duas doses e morreu ontem,"1.1,6.2","Anecdotal Evidence,Specific Side Effects",,
"Mesmo com todo mundo dizendo: A vacina não é 100% eficaz, ela não vai impedir de pegar",5.1,Imperfect Protection,,
"Os resultados do Experimento Global estão surgindo...

O CDC agora está dizendo que houve casos suficientes de pessoas que receberam a vacina e depois sofreram um derrame, e que irá iniciar uma investigação.","2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
Anormais são esses ainda estúpidos que negam a eficácia da vacina e colocam em risco milhares de pessoas,0,Not misinformation,,
"Vereador de Rio Preto defende multa de R$ 10 mil para quem não tomou vacina contra Covid
https://www.diariodaregiao.com.br/politica/vereador-de-rio-preto-defende-multa-de-r-10-mil-para-quem-n-o-tomou-vacina-contra-covid-1.973663",0,Not misinformation,,
"'Vamos retirar auxílio e vamos nos concentrar em entregar as vacinas’, diz Guedes - https://politico.painelpolitico.com/vamos-retirar-auxilio-e-vamos-nos-concentrar-em-entregar-as-vacinas-diz-guedes/",0,Not misinformation,,
*Ministério promete mais doses e o DF retoma sábado vacinação de pessoas com 66 anos - DF MOBILIDADE*  https://www.dfmobilidade.com.br/cidades/ministerio-promete-mais-doses-e-o-df-retoma-sabado-vacinacao-de-pessoas-com-66-anos/,0,Not misinformation,,
Bispo do Vaticano diz não a vacina e conclama o povo a desobediência civil  https://www.facebook.com/100011684882265/posts/1484226275310188/?sfnsn=wiwspwa,"4.5,7.2","Autonomy Rights,Religious/Ethical Beliefs",,
"Vão dizer que essa vacina não presta, já tô vendo. 🤦🏻‍♂️🤦🏻‍♂️",0,Not misinformation,,
Infectologista fala dos riscos de gestantes não tomarem a vacina contra Covid https://webnewss.com.br/infectologista-fala-dos-riscos-de-gestantes-nao-tomarem-a-vacina-contra-covid/,0,Not misinformation,,
"Sem arma
Sem vacina
Sem educação
Sem saúde
Sem segurança
Faz o B",0,Not misinformation,,
Brasil recebe mais 936 mil doses da vacina da Pfizer  https://tvservidor.com.br/brasil-recebe-mais-936-mil-doses-da-vacina-da-pfizer/,0,Not misinformation,,
"É um picareta safado. Quer ser presidente da República e fica jogando o povo, que está ansioso pela vacina, contra Bolsonaro. Divulga dados incorretos e na hora de apresentar pra Anvisa não os fornece","2.3,2.4","Conspiracy,Censorship",,
"Ao ser homenageada, a Médica Amarildes Borba faz alerta para vacinação de crianças
https://manchetenet.com/noticia/11929/ao-ser-homenageada-a-medica-amarildes-borba-faz-alerta-para-vacinacao-de-criancas

",0,Not misinformation,,
Que laboratório fantástico? Todos é claro tomaram todas as vacinas? Estão isolados? Na quarentena mais famosa do Brasil? E se ficarem doentes? Muitas perguntas e nenhuma resposta...,2.3,Conspiracy,,
"Dimas Covas: Brasil poderia ter sido o 1º país do mundo a iniciar vacinação https://www.em.com.br/app/noticia/politica/2021/05/27/interna_politica,1270849/dimas-covas-brasil-poderia-ter-sido-o-1-pais-do-mundo-a-iniciar-vacinacao.shtml",0,Not misinformation,,
*Vacina só nos filhos dos outros !!!* 👆 🤔,4.5,Autonomy Rights,,
Porra nenhuma!! Não está mais obrigado a comprovar que foi vacinado!! Kkkkk,0,Not misinformation,,
+ 1 Vítima da VaChina Comunísta,"2.3,4.1,6.2","Conspiracy,Alarmism,Specific Side Effects",,
Frias diz que sua esposa e sua filha foram expulsas de hotel por falta de passaporte vacinal    https://www.portalcidade.news/frias-diz-que-sua-esposa-e-sua-filha-foram-expulsas-de-hotel-por-falta-de-passaporte-vacinal/,0,Not misinformation,,
Orelha cadê a melhor vacina aí a Sputnik V ? Esse Bolsonarismo é uma comédia ....,0,Not misinformation,,
Ouçam o áudio.👇  Médico fazendo cirurgia do coração e comentando que não tem dúvidas que foi por causa da vacina.  Ainda têm alguma dúvida !?,"1.1,4.3,6.2","Anecdotal Evidence,Correlation vs Causation,Specific Side Effects",,
"BOMBA DIRETOR PAFZER SURTA QUANDO PERCEBEU QUE ESTA SENDO GRAVADO ,QUE LABORATÓRIO PROPOSITALMENTE CRIANDO MUTAÇÕES DO COVID PARA VENDER MAIS VACINAS","2.3,4.4","Conspiracy,Financial Misconduct",,
❗❗❗criador do Brasil Paralelo explica a politização da vacina criada em Oxford,0,Not misinformation,,
Leitos diminuíram graças a vacina😂,0,Not misinformation,,
"O povo quer vacina, trabalho e comida",0,Not misinformation,,
Essa parada do cartão de vacinação do bozo é verdade ?,0,Not misinformation,,
"*VAI VENDO!* *Mais um VACINADO que fez parte da comitiva.* *- Pedro Guimarães, presidente da Caixa, é diagnosticado com Covid.* *- Obs.: tomou 2 doses da Pfizer.* #RaquelSantana #VacinaObrigatóriaNão","4.3,5.1","Correlation vs Causation,Imperfect Protection",,
*Vacina contra o coronavírus será obrigatória na Austrália* https://www.serido360.com.br/2020/08/vacina-contra-o-coronavirus-sera.html,0,Not misinformation,,
Eu não duvido de vacina,0,Not misinformation,,
"🇮🇱🇧🇷🇮🇱🇧🇷🇮🇱🇧🇷🇮🇱  🚨 *EXTRA - Bolsonaro, acaba de enviar Missão Científica para Israel!*  🇮🇱 *A Cura a Caminho!* 🇧🇷 *Vacina Brasileira!*  *Assista e entenda como a cura está a caminho*👇👇👇👇 https://youtu.be/Z91dV41BF9E",4.2,Pseudoscientific Claims,,
Essa vacina na china nao querem e pulou a 2 fase Esse laboratorio ja foi proessado la,"2.3,4.1,6.3","Conspiracy,Alarmism,Unsafe Administration",,
Porque a vacina da AstraZeneca contra a Covid-19 é mais segura? Entenda  *Confira aqui:* https://www.ultimasnoticiasdobrasil.com/2021/04/porque-vacina-da-astrazeneca-contra.html *Compartilhe para todos*,0,Not misinformation,,
como aquele estudo dizendo que vacinas podiam causar autismo,"1.2,4.2,6.2","Outdated Research,Pseudoscientific Claims,Specific Side Effects",,
"Bahia recebe 1,2 milhão de doses da vacina contra aftosa e amplia campanha até 16 de julho  *Confira aqui:* https://www.ultimasnoticiasdobrasil.com/2021/06/bahia-recebe-12-milhao-de-doses-da.html *Compartilhe para todos*",0,Not misinformation,,
FAZ COVAS E O NOVO LOQUIDAUM. VACINA? RUSSOMANO NA CABEÇA  https://youtu.be/CJ-BzpzHHqk,"2.3,4.1","Conspiracy,Alarmism",,
"Inquérito foi aberto após Bolsonaro citar relação inexistente entre vacina da Covid-19 e o aumento do risco de desenvolver Aids.

Saiba mais: https://bit.ly/3bYEbQE",0,Not misinformation,,
"Que bom que vc se vacinou, agora mande seus amigos bolsominions fazerem o mesmo e parar de encher o saco de ser anti vacina",0,Not misinformation,,
💉💉💉💉💉 Xing Ling 💣  *Espalhe o vírus e ofereça a solução*!!!   https://pleno.news/brasil/paulistas-se-recusam-a-tomar-vacina-da-china-contra-covid.html,"2.3,4.1","Conspiracy,Alarmism",,
Os vacinados também transmitem,5.1,Imperfect Protection,,
"Saúde na era Bolsonaro:

-O presidente cortou verba para tratamento de câncer para “comprar” apoio político. 
- corte de 1,2 bi, equivalente a 60% dos recursos do farmácia popular do Brasil
- Demora na compra da vacina, 70 e- mails da Pfizer",0,Not misinformation,,
